repo,file,line,module,symbol,reexport_package,already_in_all,action
customer_backend,tests/fixtures/repositories.py,8,fastapi_factory_utilities.core.plugins.odm_plugin.mockers,AbstractRepositoryInMemory,fastapi_factory_utilities.core.plugins.odm_plugin,yes,migrate
customer_backend,tests/fixtures/taskiq.py,7,fastapi_factory_utilities.core.utils.redis_configs,RedisCredentialsConfig,fastapi_factory_utilities.core.utils,no,migrate
customer_backend,tests/units/services/test_hydra_code_exchange.py,10,fastapi_factory_utilities.core.plugins.aiohttp.mockers,build_mocked_aiohttp_resource,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
customer_backend,tests/units/services/test_hydra_code_exchange.py,10,fastapi_factory_utilities.core.plugins.aiohttp.mockers,build_mocked_aiohttp_response,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
customer_backend,tests/units/services/test_hydra_consent_challenge.py,9,fastapi_factory_utilities.core.plugins.aiohttp.mockers,build_mocked_aiohttp_resource,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
customer_backend,tests/units/services/test_hydra_consent_challenge.py,9,fastapi_factory_utilities.core.plugins.aiohttp.mockers,build_mocked_aiohttp_response,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
customer_backend,tests/units/services/test_hydra_logout_challenge.py,9,fastapi_factory_utilities.core.plugins.aiohttp.mockers,build_mocked_aiohttp_resource,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
customer_backend,tests/units/services/test_hydra_logout_challenge.py,9,fastapi_factory_utilities.core.plugins.aiohttp.mockers,build_mocked_aiohttp_response,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
customer_backend,tests/units/usecases/generic/customers/test_avatar_generator.py,9,fastapi_factory_utilities.core.plugins.aiohttp.mockers,build_mocked_aiohttp_resource,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
customer_backend,tests/units/usecases/generic/customers/test_avatar_generator.py,9,fastapi_factory_utilities.core.plugins.aiohttp.mockers,build_mocked_aiohttp_response,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
customer_backend,tests/units/usecases/generic/realms/test_avatar_generator.py,9,fastapi_factory_utilities.core.plugins.aiohttp.mockers,build_mocked_aiohttp_resource,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
customer_backend,tests/units/usecases/generic/realms/test_avatar_generator.py,9,fastapi_factory_utilities.core.plugins.aiohttp.mockers,build_mocked_aiohttp_response,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
information-provider-gateway-backend,src/velmios/app/configs.py,4,fastapi_factory_utilities.core.app.config,AppCsrfConfig,fastapi_factory_utilities.core.app,yes,migrate
information-provider-gateway-backend,tests/fixtures/applications.py,6,fastapi_factory_utilities.core.app.config,AppCsrfConfig,fastapi_factory_utilities.core.app,yes,migrate
information-provider-gateway-backend,tests/fixtures/applications.py,6,fastapi_factory_utilities.core.app.config,BaseApplicationConfig,fastapi_factory_utilities.core.app,yes,migrate
information-provider-gateway-backend,tests/smoke/test_providers.py,17,fastapi_factory_utilities.core.plugins.aiohttp.configs,HttpServiceDependencyConfig,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
mcp_backend,src/velmios/app/applications.py,9,fastapi_factory_utilities.core.services.status.enums,ComponentTypeEnum,fastapi_factory_utilities.core.services.status,yes,migrate
mcp_backend,src/velmios/app/applications.py,9,fastapi_factory_utilities.core.services.status.enums,HealthStatusEnum,fastapi_factory_utilities.core.services.status,yes,migrate
mcp_backend,src/velmios/app/applications.py,9,fastapi_factory_utilities.core.services.status.enums,ReadinessStatusEnum,fastapi_factory_utilities.core.services.status,yes,migrate
mcp_backend,src/velmios/app/applications.py,14,fastapi_factory_utilities.core.services.status.types,ComponentInstanceType,fastapi_factory_utilities.core.services.status,yes,migrate
mcp_backend,src/velmios/app/applications.py,14,fastapi_factory_utilities.core.services.status.types,Status,fastapi_factory_utilities.core.services.status,yes,migrate
mcp_backend,src/velmios/app/configs.py,4,fastapi_factory_utilities.core.app.config,AppCsrfConfig,fastapi_factory_utilities.core.app,yes,migrate
mcp_backend,tests/fixtures/applications.py,6,fastapi_factory_utilities.core.app.config,AppCsrfConfig,fastapi_factory_utilities.core.app,yes,migrate
mcp_backend,tests/fixtures/applications.py,6,fastapi_factory_utilities.core.app.config,BaseApplicationConfig,fastapi_factory_utilities.core.app,yes,migrate
notification_backend,src/velmios/app/applications.py,11,fastapi_factory_utilities.core.app.csrf,DependsCsrfProtect,fastapi_factory_utilities.core.app,no,migrate
notification_backend,src/velmios/app/configs.py,6,fastapi_factory_utilities.core.app.config,AppCsrfConfig,fastapi_factory_utilities.core.app,yes,migrate
notification_backend,src/velmios/app/services/notifications_search.py,8,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
notification_backend,tests/fixtures/applications.py,6,fastapi_factory_utilities.core.app.config,AppCsrfConfig,fastapi_factory_utilities.core.app,yes,migrate
notification_backend,tests/fixtures/applications.py,6,fastapi_factory_utilities.core.app.config,BaseApplicationConfig,fastapi_factory_utilities.core.app,yes,migrate
notification_backend,tests/fixtures/jwks.py,42,fastapi_factory_utilities.core.plugins.aiohttp.mockers,build_mocked_aiohttp_resource,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
notification_backend,tests/fixtures/jwks.py,42,fastapi_factory_utilities.core.plugins.aiohttp.mockers,build_mocked_aiohttp_response,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
notification_backend,tests/fixtures/redis_plugin.py,5,fastapi_factory_utilities.core.utils.redis_configs,RedisCredentialsConfig,fastapi_factory_utilities.core.utils,no,migrate
notification_backend,tests/integrations/api/test_notifications_operational_investigation.py,12,fastapi_factory_utilities.core.security.types,OAuth2Scope,fastapi_factory_utilities.core.security,no,migrate
notification_backend,tests/integrations/models/test_notification_repository.py,525,fastapi_factory_utilities.core.security.types,OAuth2Scope,fastapi_factory_utilities.core.security,no,migrate
notification_backend,tests/units/api/hooks/test_ses_routes.py,13,fastapi_factory_utilities.core.security.types,OAuth2Scope,fastapi_factory_utilities.core.security,no,migrate
notification_backend,tests/units/api/notifications/test_routes.py,15,fastapi_factory_utilities.core.security.types,OAuth2Scope,fastapi_factory_utilities.core.security,no,migrate
notification_backend,tests/units/api/permissions/test_routes.py,11,fastapi_factory_utilities.core.security.types,OAuth2Scope,fastapi_factory_utilities.core.security,no,migrate
notification_backend,tests/units/app/test_config.py,5,fastapi_factory_utilities.core.app.config,BaseApplicationConfig,fastapi_factory_utilities.core.app,yes,migrate
notification_backend,tests/units/usecases/generic/test_notifications_create_realm_immutability.py,6,fastapi_factory_utilities.core.security.types,OAuth2Scope,fastapi_factory_utilities.core.security,no,migrate
payment_backend,src/velmios/app/applications.py,11,fastapi_factory_utilities.core.app.csrf,DependsCsrfProtect,fastapi_factory_utilities.core.app,no,migrate
payment_backend,src/velmios/app/configs.py,6,fastapi_factory_utilities.core.app.config,AppCsrfConfig,fastapi_factory_utilities.core.app,yes,migrate
payment_backend,src/velmios/app/services/orders_search.py,5,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
payment_backend,src/velmios/app/services/payment_methods_search.py,5,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
payment_backend,src/velmios/app/services/processors_creds_search.py,5,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
payment_backend,tests/fixtures/applications.py,6,fastapi_factory_utilities.core.app.config,AppCsrfConfig,fastapi_factory_utilities.core.app,yes,migrate
payment_backend,tests/fixtures/applications.py,6,fastapi_factory_utilities.core.app.config,BaseApplicationConfig,fastapi_factory_utilities.core.app,yes,migrate
payment_backend,tests/fixtures/redis_plugin.py,5,fastapi_factory_utilities.core.utils.redis_configs,RedisCredentialsConfig,fastapi_factory_utilities.core.utils,no,migrate
qonto-gateway-backend,src/velmios/app/configs.py,4,fastapi_factory_utilities.core.app.config,AppCsrfConfig,fastapi_factory_utilities.core.app,yes,migrate
qonto-gateway-backend,tests/fixtures/applications.py,6,fastapi_factory_utilities.core.app.config,AppCsrfConfig,fastapi_factory_utilities.core.app,yes,migrate
qonto-gateway-backend,tests/fixtures/applications.py,6,fastapi_factory_utilities.core.app.config,BaseApplicationConfig,fastapi_factory_utilities.core.app,yes,migrate
review-backend,src/velmios/app/models/taskiq.py,8,fastapi_factory_utilities.core.plugins.aiohttp.resources,AioHttpClientResource,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
review-backend,src/velmios/app/models/taskiq.py,11,fastapi_factory_utilities.core.security.jwt.configs,JWTBearerAuthenticationConfig,fastapi_factory_utilities.core.security.jwt,yes,migrate
review-backend,src/velmios/app/models/taskiq.py,12,fastapi_factory_utilities.core.security.jwt.stores,JWKStoreMemory,fastapi_factory_utilities.core.security.jwt,yes,migrate
review-backend,src/velmios/app/services/notifications/service.py,16,fastapi_factory_utilities.core.security.types,OAuth2Scope,fastapi_factory_utilities.core.security,no,migrate
review-backend,src/velmios/app/services/review_requests_search.py,7,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
review-backend,src/velmios/app/services/reviews_search.py,7,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
review-backend,tests/fixtures/repositories.py,6,fastapi_factory_utilities.core.plugins.odm_plugin.mockers,AbstractRepositoryInMemory,fastapi_factory_utilities.core.plugins.odm_plugin,yes,migrate
subscription-backend,src/velmios/app/configs.py,4,fastapi_factory_utilities.core.app.config,AppCsrfConfig,fastapi_factory_utilities.core.app,yes,migrate
subscription-backend,src/velmios/app/integrations/customers/realms_client.py,9,fastapi_factory_utilities.core.plugins.aiohttp.depends,AioHttpResourceDepends,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
subscription-backend,src/velmios/app/integrations/customers/realms_client.py,10,fastapi_factory_utilities.core.plugins.aiohttp.resources,AioHttpClientResource,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
subscription-backend,src/velmios/app/integrations/customers/realms_client.py,11,fastapi_factory_utilities.core.security.jwt.configs,DependsJWTBearerAuthenticationConfig,fastapi_factory_utilities.core.security.jwt,yes,migrate
subscription-backend,src/velmios/app/integrations/information_provider/client.py,13,fastapi_factory_utilities.core.plugins.aiohttp.depends,AioHttpResourceDepends,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
subscription-backend,src/velmios/app/integrations/information_provider/client.py,14,fastapi_factory_utilities.core.plugins.aiohttp.resources,AioHttpClientResource,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
subscription-backend,src/velmios/app/integrations/information_provider/client.py,15,fastapi_factory_utilities.core.security.jwt.configs,DependsJWTBearerAuthenticationConfig,fastapi_factory_utilities.core.security.jwt,yes,migrate
subscription-backend,src/velmios/app/integrations/payment/http_client.py,11,fastapi_factory_utilities.core.plugins.aiohttp.depends,AioHttpResourceDepends,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
subscription-backend,src/velmios/app/integrations/payment/http_client.py,12,fastapi_factory_utilities.core.plugins.aiohttp.resources,AioHttpClientResource,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
subscription-backend,src/velmios/app/integrations/payment/http_client.py,13,fastapi_factory_utilities.core.security.jwt.configs,DependsJWTBearerAuthenticationConfig,fastapi_factory_utilities.core.security.jwt,yes,migrate
subscription-backend,src/velmios/app/integrations/qonto_gateway/client.py,11,fastapi_factory_utilities.core.plugins.aiohttp.depends,AioHttpResourceDepends,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
subscription-backend,src/velmios/app/integrations/qonto_gateway/client.py,12,fastapi_factory_utilities.core.plugins.aiohttp.resources,AioHttpClientResource,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
subscription-backend,src/velmios/app/integrations/qonto_gateway/client.py,13,fastapi_factory_utilities.core.security.jwt.configs,DependsJWTBearerAuthenticationConfig,fastapi_factory_utilities.core.security.jwt,yes,migrate
subscription-backend,src/velmios/app/services/company_profiles.py,13,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
subscription-backend,src/velmios/app/services/invoices.py,10,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
subscription-backend,src/velmios/app/services/legal_documents.py,10,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
subscription-backend,src/velmios/app/services/offer_families.py,10,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
subscription-backend,src/velmios/app/services/offer_versions.py,10,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
subscription-backend,src/velmios/app/services/subscriptions.py,10,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
subscription-backend,tests/fixtures/applications.py,6,fastapi_factory_utilities.core.app.config,AppCsrfConfig,fastapi_factory_utilities.core.app,yes,migrate
subscription-backend,tests/fixtures/applications.py,6,fastapi_factory_utilities.core.app.config,BaseApplicationConfig,fastapi_factory_utilities.core.app,yes,migrate
subscription-backend,tests/fixtures/audit_publisher.py,6,fastapi_factory_utilities.core.plugins.aiopika.types,RoutingKey,fastapi_factory_utilities.core.plugins.aiopika,yes,migrate
subscription-backend,tests/fixtures/redis_plugin.py,5,fastapi_factory_utilities.core.utils.redis_configs,RedisCredentialsConfig,fastapi_factory_utilities.core.utils,no,migrate
subscription-backend,tests/units/api/test_admin_catalog_routes.py,8,fastapi_factory_utilities.core.plugins.odm_plugin.mockers,AbstractRepositoryInMemory,fastapi_factory_utilities.core.plugins.odm_plugin,yes,migrate
subscription-backend,tests/units/api/test_platform_plans_routes.py,13,fastapi_factory_utilities.core.plugins.odm_plugin.mockers,AbstractRepositoryInMemory,fastapi_factory_utilities.core.plugins.odm_plugin,yes,migrate
subscription-backend,tests/units/services/test_catalog_features.py,8,fastapi_factory_utilities.core.plugins.odm_plugin.mockers,AbstractRepositoryInMemory,fastapi_factory_utilities.core.plugins.odm_plugin,yes,migrate
subscription-backend,tests/units/services/test_company_profiles_ensure.py,8,fastapi_factory_utilities.core.plugins.odm_plugin.mockers,AbstractRepositoryInMemory,fastapi_factory_utilities.core.plugins.odm_plugin,yes,migrate
subscription-backend,tests/units/services/test_eu_vat_verification.py,9,fastapi_factory_utilities.core.plugins.odm_plugin.mockers,AbstractRepositoryInMemory,fastapi_factory_utilities.core.plugins.odm_plugin,yes,migrate
subscription-backend,tests/units/services/test_qonto_client_sync.py,8,fastapi_factory_utilities.core.plugins.odm_plugin.mockers,AbstractRepositoryInMemory,fastapi_factory_utilities.core.plugins.odm_plugin,yes,migrate
subscription-backend,tests/units/usecases/test_catalog_mutations.py,8,fastapi_factory_utilities.core.plugins.odm_plugin.mockers,AbstractRepositoryInMemory,fastapi_factory_utilities.core.plugins.odm_plugin,yes,migrate
subscription-backend,tests/units/usecases/test_eu_vat_update_schedule.py,8,fastapi_factory_utilities.core.plugins.odm_plugin.mockers,AbstractRepositoryInMemory,fastapi_factory_utilities.core.plugins.odm_plugin,yes,migrate
subscription-backend,tests/units/usecases/test_resource_usecases.py,9,fastapi_factory_utilities.core.plugins.odm_plugin.mockers,AbstractRepositoryInMemory,fastapi_factory_utilities.core.plugins.odm_plugin,yes,migrate
velmios-backend-service-template,{{cookiecutter.repo_name}}/src/velmios/app/configs.py,4,fastapi_factory_utilities.core.app.config,AppCsrfConfig,fastapi_factory_utilities.core.app,yes,migrate
velmios-backend-service-template,{{cookiecutter.repo_name}}/tests/fixtures/applications.py,6,fastapi_factory_utilities.core.app.config,AppCsrfConfig,fastapi_factory_utilities.core.app,yes,migrate
velmios-backend-service-template,{{cookiecutter.repo_name}}/tests/fixtures/applications.py,6,fastapi_factory_utilities.core.app.config,BaseApplicationConfig,fastapi_factory_utilities.core.app,yes,migrate
velmios_lib,src/velmios/core/abstracts/api.py,13,fastapi_factory_utilities.core.plugins.odm_plugin.exceptions,UnableToCreateEntityDueToDuplicateKeyError,fastapi_factory_utilities.core.plugins.odm_plugin,yes,migrate
velmios_lib,src/velmios/core/abstracts/usecases/update.py,11,fastapi_factory_utilities.core.utils.api.response_model,FieldChange,fastapi_factory_utilities.core.utils.api,yes,migrate
velmios_lib,src/velmios/core/entities/features.py,6,fastapi_factory_utilities.core.plugins.odm_plugin.helpers,PersistedEntity,fastapi_factory_utilities.core.plugins.odm_plugin,yes,migrate
velmios_lib,src/velmios/core/security/configs.py,8,fastapi_factory_utilities.core.security.jwt.configs,JWTBearerAuthenticationConfig,fastapi_factory_utilities.core.security.jwt,yes,migrate
velmios_lib,src/velmios/core/security/contexts.py,5,fastapi_factory_utilities.core.security.types,OAuth2Scope,fastapi_factory_utilities.core.security,no,migrate
velmios_lib,src/velmios/core/security/jwt/stores.py,12,fastapi_factory_utilities.core.security.jwt.configs,DependsJWTBearerAuthenticationConfig,fastapi_factory_utilities.core.security.jwt,yes,migrate
velmios_lib,src/velmios/core/security/jwt/stores.py,12,fastapi_factory_utilities.core.security.jwt.configs,JWTBearerAuthenticationConfig,fastapi_factory_utilities.core.security.jwt,yes,migrate
velmios_lib,src/velmios/core/security/kratos.py,3,fastapi_factory_utilities.core.security.kratos,KratosSessionAuthenticationService,fastapi_factory_utilities.core.security,no,migrate
velmios_lib,src/velmios/core/utils/field_permissions.py,10,fastapi_factory_utilities.core.utils.api.response_model,FieldChange,fastapi_factory_utilities.core.utils.api,yes,migrate
velmios_lib,tests/integrations/core/stack/audit_probe.py,11,fastapi_factory_utilities.core.services.audit.services,AbstractAuditPublisherService,fastapi_factory_utilities.core.services.audit,yes,migrate
velmios_lib,tests/integrations/core/stack/task_probe.py,17,fastapi_factory_utilities.core.services.audit.services,AbstractAuditPublisherService,fastapi_factory_utilities.core.services.audit,yes,migrate
velmios_lib,tests/units/core/abstracts/test_resource_api.py,13,fastapi_factory_utilities.core.plugins.odm_plugin.exceptions,UnableToCreateEntityDueToDuplicateKeyError,fastapi_factory_utilities.core.plugins.odm_plugin,yes,migrate
velmios_lib,tests/units/core/abstracts/test_update_usecase_reconciliation.py,14,fastapi_factory_utilities.core.utils.api.response_model,FieldChange,fastapi_factory_utilities.core.utils.api,yes,migrate
velmios_lib,tests/units/core/security/test_jwks_store.py,8,fastapi_factory_utilities.core.security.jwt.configs,DependsJWTBearerAuthenticationConfig,fastapi_factory_utilities.core.security.jwt,yes,migrate
velmios_lib,tests/units/core/security/test_jwks_store.py,8,fastapi_factory_utilities.core.security.jwt.configs,JWTBearerAuthenticationConfig,fastapi_factory_utilities.core.security.jwt,yes,migrate
velmios_lib,tests/units/core/security/test_jwks_store.py,12,fastapi_factory_utilities.core.security.jwt.exceptions,HydraJWKSStoreError,fastapi_factory_utilities.core.security.jwt,no,migrate
velmios_lib,tests/units/core/security/test_jwks_store.py,13,fastapi_factory_utilities.core.security.types,OAuth2Issuer,fastapi_factory_utilities.core.security,no,migrate
velmios_lib,tests/units/core/security/test_jwt_depends.py,7,fastapi_factory_utilities.core.security.jwt.configs,DependsJWTBearerAuthenticationConfig,fastapi_factory_utilities.core.security.jwt,yes,migrate
velmios_lib,tests/units/core/security/test_jwt_depends.py,7,fastapi_factory_utilities.core.security.jwt.configs,JWTBearerAuthenticationConfig,fastapi_factory_utilities.core.security.jwt,yes,migrate
velmios_lib,tests/units/core/security/test_jwt_depends.py,11,fastapi_factory_utilities.core.security.types,OAuth2Issuer,fastapi_factory_utilities.core.security,no,migrate
velmios_lib,tests/units/core/security/test_jwt_services.py,5,fastapi_factory_utilities.core.security.jwt.configs,JWTBearerAuthenticationConfig,fastapi_factory_utilities.core.security.jwt,yes,migrate
velmios_lib,tests/units/core/security/test_jwt_services.py,6,fastapi_factory_utilities.core.security.jwt.services,JWTAuthenticationServiceAbstract,fastapi_factory_utilities.core.security.jwt,yes,migrate
velmios_lib,tests/units/core/security/test_jwt_services.py,7,fastapi_factory_utilities.core.security.jwt.stores,JWKStoreAbstract,fastapi_factory_utilities.core.security.jwt,yes,migrate
velmios_lib,tests/units/core/security/test_jwt_services.py,8,fastapi_factory_utilities.core.security.types,OAuth2Issuer,fastapi_factory_utilities.core.security,no,migrate
velmios_lib,tests/units/core/security/test_resolvers.py,10,fastapi_factory_utilities.core.security.types,OAuth2Audience,fastapi_factory_utilities.core.security,no,migrate
velmios_lib,tests/units/core/security/test_resolvers.py,10,fastapi_factory_utilities.core.security.types,OAuth2Issuer,fastapi_factory_utilities.core.security,no,migrate
velmios_lib,tests/units/core/security/test_resolvers.py,10,fastapi_factory_utilities.core.security.types,OAuth2Scope,fastapi_factory_utilities.core.security,no,migrate
velmios_lib,tests/units/core/security/test_resolvers.py,10,fastapi_factory_utilities.core.security.types,OAuth2Subject,fastapi_factory_utilities.core.security,no,migrate
velmios_lib,tests/units/core/services/test_features_service.py,11,fastapi_factory_utilities.core.plugins.odm_plugin.exceptions,OperationError,fastapi_factory_utilities.core.plugins.odm_plugin,yes,migrate
youtube_integration_backend,src/velmios/app/services/channel_sync_tasks/services.py,19,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
youtube_integration_backend,src/velmios/app/services/channels/services.py,7,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
youtube_integration_backend,src/velmios/app/services/credentials/services.py,12,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
youtube_integration_backend,src/velmios/app/services/customers/realms_client.py,7,fastapi_factory_utilities.core.plugins.aiohttp.depends,AioHttpResourceDepends,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
youtube_integration_backend,src/velmios/app/services/customers/realms_client.py,8,fastapi_factory_utilities.core.plugins.aiohttp.resources,AioHttpClientResource,fastapi_factory_utilities.core.plugins.aiohttp,yes,migrate
youtube_integration_backend,src/velmios/app/services/customers/realms_client.py,9,fastapi_factory_utilities.core.security.jwt.configs,DependsJWTBearerAuthenticationConfig,fastapi_factory_utilities.core.security.jwt,yes,migrate
youtube_integration_backend,src/velmios/app/services/medias/services.py,13,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
youtube_integration_backend,src/velmios/app/services/processing_results/services.py,16,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
youtube_integration_backend,src/velmios/app/services/processing_tasks/services.py,18,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
youtube_integration_backend,src/velmios/app/services/prompts/services.py,12,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
youtube_integration_backend,src/velmios/app/services/realms/services.py,13,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
youtube_integration_backend,src/velmios/app/services/thumbnail_layers/services.py,5,fastapi_factory_utilities.core.plugins.redis_plugin.depends,depends_redis_plugin,fastapi_factory_utilities.core.plugins.redis_plugin,yes,migrate
